campos de atuação,práticas de linguagem,eixos,unidades temáticas,objetos de conhecimento,habilidades,códigos,subject codes,year codes
,,,Números,"Contagem de rotina
Contagem ascendente e descendente
Reconhecimento de números no contexto diário: indicação de quantidades, indicação de ordem ou indicação de código para a organização de informações","Utilizar números naturais como indicador de quantidade ou de ordem em diferentes situações cotidianas e reconhecer situações em que os números não indicam contagem nem ordem, mas sim código de identificação.",EF01MA01,math,g1
,,,Números,"Quantificação de elementos de uma coleção: estimativas, contagem um a um, pareamento ou outros agrupamentos e comparação","Contar de maneira exata ou aproximada, utilizando diferentes estratégias como o pareamento e outros agrupamentos.",EF01MA02,math,g1
,,,Números,"Quantificação de elementos de uma coleção: estimativas, contagem um a um, pareamento ou outros agrupamentos e comparação","Estimar e comparar quantidades de objetos de dois conjuntos (em torno de 20 elementos), por estimativa e/ou por correspondência (um a um, dois a dois) para indicar “tem mais”, “tem menos” ou “tem a mesma quantidade”.",EF01MA03,math,g1
,,,Números,"Leitura, escrita e comparação de números naturais (até 100)
Reta numérica","Contar a quantidade de objetos de coleções até 100 unidades e apresentar o resultado por registros verbais e simbólicos, em situações de seu interesse, como jogos, brincadeiras, materiais da sala de aula, entre outros.",EF01MA04,math,g1
,,,Números,"Leitura, escrita e comparação de números naturais (até 100)
Reta numérica","Comparar números naturais de até duas ordens em situações cotidianas, com e sem suporte da reta numérica.",EF01MA05,math,g1
,,,Números,Construção de fatos básicos da adição,Construir fatos básicos da adição e utilizá-los em procedimentos de cálculo para resolver problemas.,EF01MA06,math,g1
,,,Números,Composição e decomposição de números naturais,"Compor e decompor número de até duas ordens, por meio de diferentes adições, com o suporte de material manipulável, contribuindo para a compreensão de características do sistema de numeração decimal e o desenvolvimento de estratégias de cálculo.",EF01MA07,math,g1
,,,Números,"Problemas envolvendo diferentes significados da adição e da subtração (juntar, acrescentar, separar, retirar)","Resolver e elaborar problemas de adição e de subtração, envolvendo números de até dois algarismos, com os significados de juntar, acrescentar, separar e retirar, com o suporte de imagens e/ou material manipulável, utilizando estratégias e formas de registro pessoais.",EF01MA08,math,g1
,,,Álgebra,Padrões figurais e numéricos: investigação de regularidades ou padrões em sequências,"Organizar e ordenar objetos familiares ou representações por figuras, por meio de atributos, tais como cor, forma e medida.",EF01MA09,math,g1
,,,Álgebra,"Sequências recursivas: observação de regras usadas utilizadas em seriações numéricas (mais 1, mais 2, menos 1, menos 2, por exemplo)","Descrever, após o reconhecimento e a explicitação de um padrão (ou regularidade), os elementos ausentes em sequências recursivas de números naturais, objetos ou figuras.",EF01MA10,math,g1
,,,Geometria,"Localização de objetos e de pessoas no espaço, utilizando diversos pontos de referência e vocabulário apropriado","Descrever a localização de pessoas e de objetos no espaço em relação à sua própria posição, utilizando termos como à direita, à esquerda, em frente, atrás.",EF01MA11,math,g1
,,,Geometria,"Localização de objetos e de pessoas no espaço, utilizando diversos pontos de referência e vocabulário apropriado","Descrever a localização de pessoas e de objetos no espaço segundo um dado ponto de referência, compreendendo que, para a utilização de termos que se referem à posição, como direita, esquerda, em cima, em baixo, é necessário explicitar-se o referencial.",EF01MA12,math,g1
,,,Geometria,Figuras geométricas espaciais: reconhecimento e relações com objetos familiares do mundo físico,"Relacionar figuras geométricas espaciais (cones, cilindros, esferas e blocos retangulares) a objetos familiares do mundo físico.",EF01MA13,math,g1
,,,Geometria,Figuras geométricas planas: reconhecimento do formato das faces de figuras geométricas espaciais,"Identificar e nomear figuras planas (círculo, quadrado, retângulo e triângulo) em desenhos apresentados em diferentes disposições ou em contornos de faces de sólidos geométricos.",EF01MA14,math,g1
,,,Grandezas e medidas,"Medidas de comprimento, massa e capacidade: comparações e unidades de medida não convencionais","Comparar comprimentos, capacidades ou massas, utilizando termos como mais alto, mais baixo, mais comprido, mais curto, mais grosso, mais fino, mais largo, mais pesado, mais leve, cabe mais, cabe menos, entre outros, para ordenar objetos de uso cotidiano.",EF01MA15,math,g1
,,,Grandezas e medidas,"Medidas de tempo: unidades de medida de tempo, suas relações e o uso do calendário","Relatar em linguagem verbal ou não verbal sequência de acontecimentos relativos a um dia, utilizando, quando possível, os horários dos eventos.",EF01MA16,math,g1
,,,Grandezas e medidas,"Medidas de tempo: unidades de medida de tempo, suas relações e o uso do calendário","Reconhecer e relacionar períodos do dia, dias da semana e meses do ano, utilizando calendário, quando necessário.",EF01MA17,math,g1
,,,Grandezas e medidas,"Medidas de tempo: unidades de medida de tempo, suas relações e o uso do calendário","Produzir a escrita de uma data, apresentando o dia, o mês e o ano, e indicar o dia da semana de uma data, consultando calendários.",EF01MA18,math,g1
,,,Grandezas e medidas,Sistema monetário brasileiro: reconhecimento de cédulas e moedas,Reconhecer e relacionar valores de moedas e cédulas do sistema monetário brasileiro para resolver situações simples do cotidiano do estudante.,EF01MA19,math,g1
,,,Probabilidade e estatística,Noção de acaso,"Classificar eventos envolvendo o acaso, tais como “acontecerá com certeza”, “talvez aconteça” e “é impossível acontecer”, em situações do cotidiano.",EF01MA20,math,g1
,,,Probabilidade e estatística,Leitura de tabelas e de gráficos de colunas simples,Ler dados expressos em tabelas e em gráficos de colunas simples.,EF01MA21,math,g1
,,,Probabilidade e estatística,"Coleta e organização de informações
Registros pessoais para comunicação de informações coletadas","Realizar pesquisa, envolvendo até duas variáveis categóricas de seu interesse e universo de até 30 elementos, e organizar dados por meio de representações pessoais.",EF01MA22,math,g1
,,,Números,"Leitura, escrita, comparação e ordenação de números de até três ordens pela compreensão de características do sistema de numeração decimal (valor posicional e papel do zero)",Comparar e ordenar números naturais (até a ordem de centenas) pela compreensão de características do sistema de numeração decimal (valor posicional e função do zero).,EF02MA01,math,g2
,,,Números,"Leitura, escrita, comparação e ordenação de números de até três ordens pela compreensão de características do sistema de numeração decimal (valor posicional e papel do zero)",Fazer estimativas por meio de estratégias diversas a respeito da quantidade de objetos de coleções e registrar o resultado da contagem desses objetos (até 1000 unidades).,EF02MA02,math,g2
,,,Números,"Leitura, escrita, comparação e ordenação de números de até três ordens pela compreensão de características do sistema de numeração decimal (valor posicional e papel do zero)","Comparar quantidades de objetos de dois conjuntos, por estimativa e/ou por correspondência (um a um, dois a dois, entre outros), para indicar “tem mais”, “tem menos” ou “tem a mesma quantidade”, indicando, quando for o caso, quantos a mais e quantos a menos.",EF02MA03,math,g2
,,,Números,Composição e decomposição de números naturais (até 1000),"Compor e decompor números naturais de até três ordens, com suporte de material manipulável, por meio de diferentes adições.",EF02MA04,math,g2
,,,Números,Construção de fatos fundamentais da adição e da subtração,Construir fatos básicos da adição e subtração e utilizá-los no cálculo mental ou escrito.,EF02MA05,math,g2
,,,Números,"Problemas envolvendo diferentes significados da adição e da subtração (juntar, acrescentar, separar, retirar)","Resolver e elaborar problemas de adição e de subtração, envolvendo números de até três ordens, com os significados de juntar, acrescentar, separar, retirar, utilizando estratégias pessoais ou convencionais.",EF02MA06,math,g2
,,,Números,Problemas envolvendo adição de parcelas iguais (multiplicação),"Resolver e elaborar problemas de multiplicação (por 2, 3, 4 e 5) com a ideia de adição de parcelas iguais por meio de estratégias e formas de registro pessoais, utilizando ou não suporte de imagens e/ou material manipulável.",EF02MA07,math,g2
,,,Números,"Problemas envolvendo significados de dobro, metade, triplo e terça parte","Resolver e elaborar problemas envolvendo dobro, metade, triplo e terça parte, com o suporte de imagens ou material manipulável, utilizando estratégias pessoais.",EF02MA08,math,g2
,,,Álgebra,Construção de sequências repetitivas e de sequências recursivas,"Construir sequências de números naturais em ordem crescente ou decrescente a partir de um número qualquer, utilizando uma regularidade estabelecida.",EF02MA09,math,g2
,,,Álgebra,Identificação de regularidade de sequências e determinação de elementos ausentes na sequência,"Descrever um padrão (ou regularidade) de sequências repetitivas e de sequências recursivas, por meio de palavras, símbolos ou desenhos.",EF02MA10,math,g2
,,,Álgebra,Identificação de regularidade de sequências e determinação de elementos ausentes na sequência,"Descrever os elementos ausentes em sequências repetitivas e em sequências recursivas de números naturais, objetos ou figuras.",EF02MA11,math,g2
,,,Geometria,"Localização e movimentação de pessoas e objetos no espaço, segundo pontos de referência, e indicação de mudanças de direção e sentido","Identificar e registrar, em linguagem verbal ou não verbal, a localização e os deslocamentos de pessoas e de objetos no espaço, considerando mais de um ponto de referência, e indicar as mudanças de direção e de sentido.",EF02MA12,math,g2
,,,Geometria,Esboço de roteiros e de plantas simples,"Esboçar roteiros a ser seguidos ou plantas de ambientes familiares, assinalando entradas, saídas e alguns pontos de referência.",EF02MA13,math,g2
,,,Geometria,"Figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera): reconhecimento e características","Reconhecer, nomear e comparar figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera), relacionando-as com objetos do mundo físico.",EF02MA14,math,g2
,,,Geometria,"Figuras geométricas planas (círculo, quadrado, retângulo e triângulo): reconhecimento e características","Reconhecer, comparar e nomear figuras planas (círculo, quadrado, retângulo e triângulo), por meio de características comuns, em desenhos apresentados em diferentes disposições ou em sólidos geométricos.",EF02MA15,math,g2
,,,Grandezas e medidas,"Medida de comprimento: unidades não padronizadas e padronizadas (metro, centímetro e milímetro)","Estimar, medir e comparar comprimentos de lados de salas (incluindo contorno) e de polígonos, utilizando unidades de medida não padronizadas e padronizadas (metro, centímetro e milímetro) e instrumentos adequados.",EF02MA16,math,g2
,,,Grandezas e medidas,"Medida de capacidade e de massa: unidades de medida não convencionais e convencionais (litro, mililitro, cm3, grama e quilograma)","Estimar, medir e comparar capacidade e massa, utilizando estratégias pessoais e unidades de medida não padronizadas ou padronizadas (litro, mililitro, grama e quilograma).",EF02MA17,math,g2
,,,Grandezas e medidas,"Medidas de tempo: intervalo de tempo, uso do calendário, leitura de horas em relógios digitais e ordenação de datas","Indicar a duração de intervalos de tempo entre duas datas, como dias da semana e meses do ano, utilizando calendário, para planejamentos e organização de agenda.",EF02MA18,math,g2
,,,Grandezas e medidas,"Medidas de tempo: intervalo de tempo, uso do calendário, leitura de horas em relógios digitais e ordenação de datas",Medir a duração de um intervalo de tempo por meio de relógio digital e registrar o horário do início e do fim do intervalo.,EF02MA19,math,g2
,,,Grandezas e medidas,Sistema monetário brasileiro: reconhecimento de cédulas e moedas e equivalência de valores,Estabelecer a equivalência de valores entre moedas e cédulas do sistema monetário brasileiro para resolver situações cotidianas.,EF02MA20,math,g2
,,,Probabilidade e estatística,Análise da ideia de aleatório em situações do cotidiano,"Classificar resultados de eventos cotidianos aleatórios como “pouco prováveis”, “muito prováveis”, “improváveis” e “impossíveis”.",EF02MA21,math,g2
,,,Probabilidade e estatística,"Coleta, classificação e representação de dados em tabelas simples e de dupla entrada e em gráficos de colunas","Comparar informações de pesquisas apresentadas por meio de tabelas de dupla entrada e em gráficos de colunas simples ou barras, para melhor compreender aspectos da realidade próxima.",EF02MA22,math,g2
,,,Probabilidade e estatística,"Coleta, classificação e representação de dados em tabelas simples e de dupla entrada e em gráficos de colunas","Realizar pesquisa em universo de até 30 elementos, escolhendo até três variáveis categóricas de seu interesse, organizando os dados coletados em listas, tabelas e gráficos de colunas simples.",EF02MA23,math,g2
,,,Números,"Leitura, escrita, comparação e ordenação de números naturais de quatro ordens","Ler, escrever e comparar números naturais de até a ordem de unidade de milhar, estabelecendo relações entre os registros numéricos e em língua materna.",EF03MA01,math,g3
,,,Números,Composição e decomposição de números naturais,"Identificar características do sistema de numeração decimal, utilizando a composição e a decomposição de número natural de até quatro ordens.",EF03MA02,math,g3
,,,Números,"Construção de fatos fundamentais da adição, subtração e multiplicação
Reta numérica",Construir e utilizar fatos básicos da adição e da multiplicação para o cálculo mental ou escrito.,EF03MA03,math,g3
,,,Números,"Construção de fatos fundamentais da adição, subtração e multiplicação
Reta numérica","Estabelecer a relação entre números naturais e pontos da reta numérica para utilizá-la na ordenação dos números naturais e também na construção de fatos da adição e da subtração, relacionando-os com deslocamentos para a direita ou para a esquerda.",EF03MA04,math,g3
,,,Números,Procedimentos de cálculo (mental e escrito) com números naturais: adição e subtração,Utilizar diferentes procedimentos de cálculo mental e escrito para resolver problemas significativos envolvendo adição e subtração com números naturais.,EF03MA05,math,g3
,,,Números,"Problemas envolvendo significados da adição e da subtração: juntar, acrescentar, separar, retirar, comparar e completar quantidades","Resolver e elaborar problemas de adição e subtração com os significados de juntar, acrescentar, separar, retirar, comparar e completar quantidades, utilizando diferentes estratégias de cálculo exato ou aproximado, incluindo cálculo mental.",EF03MA06,math,g3
,,,Números,"Problemas envolvendo diferentes significados da multiplicação e da divisão: adição de parcelas iguais, configuração retangular, repartição em partes iguais e medida","Resolver e elaborar problemas de multiplicação (por 2, 3, 4, 5 e 10) com os significados de adição de parcelas iguais e elementos apresentados em disposição retangular, utilizando diferentes estratégias de cálculo e registros.",EF03MA07,math,g3
,,,Números,"Problemas envolvendo diferentes significados da multiplicação e da divisão: adição de parcelas iguais, configuração retangular, repartição em partes iguais e medida","Resolver e elaborar problemas de divisão de um número natural por outro (até 10), com resto zero e com resto diferente de zero, com os significados de repartição equitativa e de medida, por meio de estratégias e registros pessoais.",EF03MA08,math,g3
,,,Números,"Significados de metade, terça parte, quarta parte, quinta parte e décima parte","Associar o quociente de uma divisão com resto zero de um número natural por 2, 3, 4, 5 e 10 às ideias de metade, terça, quarta, quinta e décima partes.",EF03MA09,math,g3
,,,Álgebra,Identificação e descrição de regularidades em sequências numéricas recursivas,"Identificar regularidades em sequências ordenadas de números naturais, resultantes da realização de adições ou subtrações sucessivas, por um mesmo número, descrever uma regra de formação da sequência e determinar elementos faltantes ou seguintes.",EF03MA10,math,g3
,,,Álgebra,Relação de igualdade,Compreender a ideia de igualdade para escrever diferentes sentenças de adições ou de subtrações de dois números naturais que resultem na mesma soma ou diferença.,EF03MA11,math,g3
,,,Geometria,Localização e movimentação: representação de objetos e pontos de referência,"Descrever e representar, por meio de esboços de trajetos ou utilizando croquis e maquetes, a movimentação de pessoas ou de objetos no espaço, incluindo mudanças de direção e sentido, com base em diferentes pontos de referência.",EF03MA12,math,g3
,,,Geometria,"Figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera): reconhecimento, análise de características e planificações","Associar figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera) a objetos do mundo físico e nomear essas figuras.",EF03MA13,math,g3
,,,Geometria,"Figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera): reconhecimento, análise de características e planificações","Descrever características de algumas figuras geométricas espaciais (prismas retos, pirâmides, cilindros, cones), relacionando-as com suas planificações.",EF03MA14,math,g3
,,,Geometria,"Figuras geométricas planas (triângulo, quadrado, retângulo, trapézio e paralelogramo): reconhecimento e análise de características","Classificar e comparar figuras planas (triângulo, quadrado, retângulo, trapézio e paralelogramo) em relação a seus lados (quantidade, posições relativas e comprimento) e vértices.",EF03MA15,math,g3
,,,Geometria,Congruência de figuras geométricas planas,"Reconhecer figuras congruentes, usando sobreposição e desenhos em malhas quadriculadas ou triangulares, incluindo o uso de tecnologias digitais.",EF03MA16,math,g3
,,,Grandezas e medidas,Significado de medida e de unidade de medida,Reconhecer que o resultado de uma medida depende da unidade de medida utilizada.,EF03MA17,math,g3
,,,Grandezas e medidas,Significado de medida e de unidade de medida,"Escolher a unidade de medida e o instrumento mais apropriado para medições de comprimento, tempo e capacidade.",EF03MA18,math,g3
,,,Grandezas e medidas,"Medidas de comprimento (unidades não convencionais e convencionais): registro, instrumentos de medida, estimativas e comparações","Estimar, medir e comparar comprimentos, utilizando unidades de medida não padronizadas e padronizadas mais usuais (metro, centímetro e milímetro) e diversos instrumentos de medida.",EF03MA19,math,g3
,,,Grandezas e medidas,"Medidas de capacidade e de massa (unidades não convencionais e convencionais): registro, estimativas e comparações","Estimar e medir capacidade e massa, utilizando unidades de medida não padronizadas e padronizadas mais usuais (litro, mililitro, quilograma, grama e miligrama), reconhecendo-as em leitura de rótulos e embalagens, entre outros.",EF03MA20,math,g3
,,,Grandezas e medidas,Comparação de áreas por superposição,"Comparar, visualmente ou por superposição, áreas de faces de objetos, de figuras planas ou de desenhos.",EF03MA21,math,g3
,,,Grandezas e medidas,"Medidas de tempo: leitura de horas em relógios digitais e analógicos, duração de eventos e reconhecimento de relações entre unidades de medida de tempo","Ler e registrar medidas e intervalos de tempo, utilizando relógios (analógico e digital) para informar os horários de início e término de realização de uma atividade e sua duração.",EF03MA22,math,g3
,,,Grandezas e medidas,"Medidas de tempo: leitura de horas em relógios digitais e analógicos, duração de eventos e reconhecimento de relações entre unidades de medida de tempo",Ler horas em relógios digitais e em relógios analógicos e reconhecer a relação entre hora e minutos e entre minuto e segundos.,EF03MA23,math,g3
,,,Grandezas e medidas,Sistema monetário brasileiro: estabelecimento de equivalências de um mesmo valor na utilização de diferentes cédulas e moedas,"Resolver e elaborar problemas que envolvam a comparação e a equivalência de valores monetários do sistema brasileiro em situações de compra, venda e troca.",EF03MA24,math,g3
,,,Probabilidade e estatística,Análise da ideia de acaso em situações do cotidiano: espaço amostral,"Identificar, em eventos familiares aleatórios, todos os resultados possíveis, estimando os que têm maiores ou menores chances de ocorrência.",EF03MA25,math,g3
,,,Probabilidade e estatística,"Leitura, interpretação e representação de dados em tabelas de dupla entrada e gráficos de barras","Resolver problemas cujos dados estão apresentados em tabelas de dupla entrada, gráficos de barras ou de colunas.",EF03MA26,math,g3
,,,Probabilidade e estatística,"Leitura, interpretação e representação de dados em tabelas de dupla entrada e gráficos de barras","Ler, interpretar e comparar dados apresentados em tabelas de dupla entrada, gráficos de barras ou de colunas, envolvendo resultados de pesquisas significativas, utilizando termos como maior e menor frequência, apropriando-se desse tipo de linguagem para compreender aspectos da realidade sociocultural significativos.",EF03MA27,math,g3
,,,Probabilidade e estatística,"Coleta, classificação e representação de dados referentes a variáveis categóricas, por meio de tabelas e gráficos","Realizar pesquisa envolvendo variáveis categóricas em um universo de até 50 elementos, organizar os dados coletados utilizando listas, tabelas simples ou de dupla entrada e representá-los em gráficos de colunas simples, com e sem uso de tecnologias digitais.",EF03MA28,math,g3
,,,Números,"Sistema de numeração decimal: leitura, escrita, comparação e ordenação de números naturais de até cinco ordens","Ler, escrever e ordenar números naturais até a ordem de dezenas de milhar.",EF04MA01,math,g4
,,,Números,"Composição e decomposição de um número natural de até cinco ordens, por meio de adições e multiplicações por potências de 10","Mostrar, por decomposição e composição, que todo número natural pode ser escrito por meio de adições e multiplicações por potências de dez, para compreender o sistema de numeração decimal e desenvolver estratégias de cálculo.",EF04MA02,math,g4
,,,Números,Propriedades das operações para o desenvolvimento de diferentes estratégias de cálculo com números naturais,"Resolver e elaborar problemas com números naturais envolvendo adição e subtração, utilizando estratégias diversas, como cálculo, cálculo mental e algoritmos, além de fazer estimativas do resultado.",EF04MA03,math,g4
,,,Números,Propriedades das operações para o desenvolvimento de diferentes estratégias de cálculo com números naturais,"Utilizar as relações entre adição e subtração, bem como entre multiplicação e divisão, para ampliar as estratégias de cálculo.",EF04MA04,math,g4
,,,Números,Propriedades das operações para o desenvolvimento de diferentes estratégias de cálculo com números naturais,Utilizar as propriedades das operações para desenvolver estratégias de cálculo.,EF04MA05,math,g4
,,,Números,"Problemas envolvendo diferentes significados da multiplicação e da divisão: adição de parcelas iguais, configuração retangular, proporcionalidade, repartição equitativa e medida","Resolver e elaborar problemas envolvendo diferentes significados da multiplicação (adição de parcelas iguais, organização retangular e proporcionalidade), utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.",EF04MA06,math,g4
,,,Números,"Problemas envolvendo diferentes significados da multiplicação e da divisão: adição de parcelas iguais, configuração retangular, proporcionalidade, repartição equitativa e medida","Resolver e elaborar problemas de divisão cujo divisor tenha no máximo dois algarismos, envolvendo os significados de repartição equitativa e de medida, utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.",EF04MA07,math,g4
,,,Números,Problemas de contagem,"Resolver, com o suporte de imagem e/ou material manipulável, problemas simples de contagem, como a determinação do número de agrupamentos possíveis ao se combinar cada elemento de uma coleção com todos os elementos de outra, utilizando estratégias e formas de registro pessoais.",EF04MA08,math,g4
,,,Números,"Números racionais: frações unitárias mais usuais (1/2, 1/3, 1/4, 1/5, 1/10 e 1/100)","Reconhecer as frações unitárias mais usuais (1/2, 1/3, 1/4, 1/5, 1/10 e 1/100) como unidades de medida menores do que uma unidade, utilizando a reta numérica como recurso.",EF04MA09,math,g4
,,,Números,Números racionais: representação decimal para escrever valores do sistema monetário brasileiro,Reconhecer que as regras do sistema de numeração decimal podem ser estendidas para a representação decimal de um número racional e relacionar décimos e centésimos com a representação do sistema monetário brasileiro.,EF04MA10,math,g4
,,,Álgebra,Sequência numérica recursiva formada por múltiplos de um número natural,Identificar regularidades em sequências numéricas compostas por múltiplos de um número natural.,EF04MA11,math,g4
,,,Álgebra,Sequência numérica recursiva formada por números que deixam o mesmo resto ao ser divididos por um mesmo número natural diferente de zero,"Reconhecer, por meio de investigações, que há grupos de números naturais para os quais as divisões por um determinado número resultam em restos iguais, identificando regularidades.",EF04MA12,math,g4
,,,Álgebra,Relações entre adição e subtração e entre multiplicação e divisão,"Reconhecer, por meio de investigações, utilizando a calculadora quando necessário, as relações inversas entre as operações de adição e de subtração e de multiplicação e de divisão, para aplicá-las na resolução de problemas.",EF04MA13,math,g4
,,,Álgebra,Propriedades da igualdade,"Reconhecer e mostrar, por meio de exemplos, que a relação de igualdade existente entre dois termos permanece quando se adiciona ou se subtrai um mesmo número a cada um desses termos.",EF04MA14,math,g4
,,,Álgebra,Propriedades da igualdade,Determinar o número desconhecido que torna verdadeira uma igualdade que envolve as operações fundamentais com números naturais.,EF04MA15,math,g4
,,,Geometria,"Localização e movimentação: pontos de referência, direção e sentido
Paralelismo e perpendicularismo","Descrever deslocamentos e localização de pessoas e de objetos no espaço, por meio de malhas quadriculadas e representações como desenhos, mapas, planta baixa e croquis, empregando termos como direita e esquerda, mudanças de direção e sentido, intersecção, transversais, paralelas e perpendiculares.",EF04MA16,math,g4
,,,Geometria,"Figuras geométricas espaciais (prismas e pirâmides): reconhecimento, representações, planificações e características","Associar prismas e pirâmides a suas planificações e analisar, nomear e comparar seus atributos, estabelecendo relações entre as representações planas e espaciais.",EF04MA17,math,g4
,,,Geometria,"Ângulos retos e não retos: uso de dobraduras, esquadros e softwares","Reconhecer ângulos retos e não retos em figuras poligonais com o uso de dobraduras, esquadros ou softwares de geometria.",EF04MA18,math,g4
,,,Geometria,Simetria de reflexão,"Reconhecer simetria de reflexão em figuras e em pares de figuras geométricas planas e utilizá-la na construção de figuras congruentes, com o uso de malhas quadriculadas e de softwares de geometria.",EF04MA19,math,g4
,,,Grandezas e medidas,"Medidas de comprimento, massa e capacidade: estimativas, utilização de instrumentos de medida e de unidades de medida convencionais mais usuais","Medir e estimar comprimentos (incluindo perímetros), massas e capacidades, utilizando unidades de medida padronizadas mais usuais, valorizando e respeitando a cultura local.",EF04MA20,math,g4
,,,Grandezas e medidas,Áreas de figuras construídas em malhas quadriculadas,"Medir, comparar e estimar área de figuras planas desenhadas em malha quadriculada, pela contagem dos quadradinhos ou de metades de quadradinho, reconhecendo que duas figuras com formatos diferentes podem ter a mesma medida de área.",EF04MA21,math,g4
,,,Grandezas e medidas,"Medidas de tempo: leitura de horas em relógios digitais e analógicos, duração de eventos e relações entre unidades de medida de tempo","Ler e registrar medidas e intervalos de tempo em horas, minutos e segundos em situações relacionadas ao seu cotidiano, como informar os horários de início e término de realização de uma tarefa e sua duração.",EF04MA22,math,g4
,,,Grandezas e medidas,Medidas de temperatura em grau Celsius: construção de gráficos para indicar a variação da temperatura (mínima e máxima) medida em um dado dia ou em uma semana,"Reconhecer temperatura como grandeza e o grau Celsius como unidade de medida a ela associada e utilizá-lo em comparações de temperaturas em diferentes regiões do Brasil ou no exterior ou, ainda, em discussões que envolvam problemas relacionados ao aquecimento global.",EF04MA23,math,g4
,,,Grandezas e medidas,Medidas de temperatura em grau Celsius: construção de gráficos para indicar a variação da temperatura (mínima e máxima) medida em um dado dia ou em uma semana,"Registrar as temperaturas máxima e mínima diárias, em locais do seu cotidiano, e elaborar gráficos de colunas com as variações diárias da temperatura, utilizando, inclusive, planilhas eletrônicas.",EF04MA24,math,g4
,,,Grandezas e medidas,Problemas utilizando o sistema monetário brasileiro,"Resolver e elaborar problemas que envolvam situações de compra e venda e formas de pagamento, utilizando termos como troco e desconto, enfatizando o consumo ético, consciente e responsável.",EF04MA25,math,g4
,,,Probabilidade e estatística,Análise de chances de eventos aleatórios,"Identificar, entre eventos aleatórios cotidianos, aqueles que têm maior chance de ocorrência, reconhecendo características de resultados mais prováveis, sem utilizar frações.",EF04MA26,math,g4
,,,Probabilidade e estatística,"Leitura, interpretação e representação de dados em tabelas de dupla entrada, gráficos de colunas simples e agrupadas, gráficos de barras e colunas e gráficos pictóricos","Analisar dados apresentados em tabelas simples ou de dupla entrada e em gráficos de colunas ou pictóricos, com base em informações das diferentes áreas do conhecimento, e produzir texto com a síntese de sua análise.",EF04MA27,math,g4
,,,Probabilidade e estatística,"Diferenciação entre variáveis categóricas e variáveis numéricas
Coleta, classificação e representação de dados de pesquisa realizada","Realizar pesquisa envolvendo variáveis categóricas e numéricas e organizar dados coletados por meio de tabelas e gráficos de colunas simples ou agrupadas, com e sem uso de tecnologias digitais.",EF04MA28,math,g4
,,,Números,"Sistema de numeração decimal: leitura, escrita e ordenação de números naturais (de até seis ordens)","Ler, escrever e ordenar números naturais até a ordem das centenas de milhar com compreensão das principais características do sistema de numeração decimal.",EF05MA01,math,g5
,,,Números,Números racionais expressos na forma decimal e sua representação na reta numérica,"Ler, escrever e ordenar números racionais na forma decimal com compreensão das principais características do sistema de numeração decimal, utilizando, como recursos, a composição e decomposição e a reta numérica.",EF05MA02,math,g5
,,,Números,"Representação fracionária dos números racionais: reconhecimento, significados, leitura e representação na reta numérica","Identificar e representar frações (menores e maiores que a unidade), associando-as ao resultado de uma divisão ou à ideia de parte de um todo, utilizando a reta numérica como recurso.",EF05MA03,math,g5
,,,Números,Comparação e ordenação de números racionais na representação decimal e na fracionária utilizando a noção de equivalência,Identificar frações equivalentes.,EF05MA04,math,g5
,,,Números,Comparação e ordenação de números racionais na representação decimal e na fracionária utilizando a noção de equivalência,"Comparar e ordenar números racionais positivos (representações fracionária e decimal), relacionando-os a pontos na reta numérica.",EF05MA05,math,g5
,,,Números,Cálculo de porcentagens e representação fracionária,"Associar as representações 10%, 25%, 50%, 75% e 100% respectivamente à décima parte, quarta parte, metade, três quartos e um inteiro, para calcular porcentagens, utilizando estratégias pessoais, cálculo mental e calculadora, em contextos de educação financeira, entre outros.",EF05MA06,math,g5
,,,Números,Problemas: adição e subtração de números naturais e números racionais cuja representação decimal é finita,"Resolver e elaborar problemas de adição e subtração com números naturais e com números racionais, cuja representação decimal seja finita, utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.",EF05MA07,math,g5
,,,Números,Problemas: multiplicação e divisão de números racionais cuja representação decimal é finita por números naturais,"Resolver e elaborar problemas de multiplicação e divisão com números naturais e com números racionais cuja representação decimal é finita (com multiplicador natural e divisor natural e diferente de zero), utilizando estratégias diversas, como cálculo por estimativa, cálculo mental e algoritmos.",EF05MA08,math,g5
,,,Números,"Problemas de contagem do tipo: “Se cada objeto de uma coleção A for combinado com todos os elementos de uma coleção B, quantos agrupamentos desse tipo podem ser formados?”","Resolver e elaborar problemas simples de contagem envolvendo o princípio multiplicativo, como a determinação do número de agrupamentos possíveis ao se combinar cada elemento de uma coleção com todos os elementos de outra coleção, por meio de diagramas de árvore ou por tabelas.",EF05MA09,math,g5
