campos de atuação,práticas de linguagem,eixos,unidades temáticas,objetos de conhecimento,habilidades,códigos,subject codes,year codes
,,,Números,"Frações: significados (parte/todo, quociente), equivalência, comparação, adição e subtração; cálculo da fração de um número natural; adição e subtração de frações","Compreender, comparar e ordenar frações associadas às ideias de partes de inteiros e resultado de divisão, identificando frações equivalentes.",EF06MA07,math,g6
,,,Números,"Frações: significados (parte/todo, quociente), equivalência, comparação, adição e subtração; cálculo da fração de um número natural; adição e subtração de frações","Reconhecer que os números racionais positivos podem ser expressos nas formas fracionária e decimal, estabelecer relações entre essas representações, passando de uma representação para outra, e relacioná-los a pontos na reta numérica.",EF06MA08,math,g6
,,,Números,"Frações: significados (parte/todo, quociente), equivalência, comparação, adição e subtração; cálculo da fração de um número natural; adição e subtração de frações","Resolver e elaborar problemas que envolvam o cálculo da fração de uma quantidade e cujo resultado seja um número natural, com e sem uso de calculadora.",EF06MA09,math,g6
,,,Números,"Frações: significados (parte/todo, quociente), equivalência, comparação, adição e subtração; cálculo da fração de um número natural; adição e subtração de frações",Resolver e elaborar problemas que envolvam adição ou subtração com números racionais positivos na representação fracionária.,EF06MA10,math,g6
,,,Números,"Operações (adição, subtração, multiplicação, divisão e potenciação) com números racionais","Resolver e elaborar problemas com números racionais positivos na representação decimal, envolvendo as quatro operações fundamentais e a potenciação, por meio de estratégias diversas, utilizando estimativas e arredondamentos para verificar a razoabilidade de respostas, com e sem uso de calculadora.",EF06MA11,math,g6
,,,Números,Aproximação de números para múltiplos de potências de 10,Fazer estimativas de quantidades e aproximar números para múltiplos da potência de 10 mais próxima.,EF06MA12,math,g6
,,,Números,"Cálculo de porcentagens por meio de estratégias diversas, sem fazer uso da “regra de três”","Resolver e elaborar problemas que envolvam porcentagens, com base na ideia de proporcionalidade, sem fazer uso da “regra de três”, utilizando estratégias pessoais, cálculo mental e calculadora, em contextos de educação financeira, entre outros.",EF06MA13,math,g6
,,,Álgebra,Propriedades da igualdade,"Reconhecer que a relação de igualdade matemática não se altera ao adicionar, subtrair, multiplicar ou dividir os seus dois membros por um mesmo número e utilizar essa noção para determinar valores desconhecidos na resolução de problemas.",EF06MA14,math,g6
,,,Álgebra,"Problemas que tratam da partição de um todo em duas partes desiguais, envolvendo razões entre as partes e entre uma das partes e o todo","Resolver e elaborar problemas que envolvam a partilha de uma quantidade em duas partes desiguais, envolvendo relações aditivas e multiplicativas, bem como a razão entre as partes e entre uma das partes e o todo.",EF06MA15,math,g6
,,,Geometria,Plano cartesiano: associação dos vértices de um polígono a pares ordenados,"Associar pares ordenados de números a pontos do plano cartesiano do 1º quadrante, em situações como a localização dos vértices de um polígono.",EF06MA16,math,g6
,,,Geometria,"Prismas e pirâmides: planificações e relações entre seus elementos (vértices, faces e arestas)","Quantificar e estabelecer relações entre o número de vértices, faces e arestas de prismas e pirâmides, em função do seu polígono da base, para resolver problemas e desenvolver a percepção espacial.",EF06MA17,math,g6
,,,Geometria,"Polígonos: classificações quanto ao número de vértices, às medidas de lados e ângulos e ao paralelismo e perpendicularismo dos lados","Reconhecer, nomear e comparar polígonos, considerando lados, vértices e ângulos, e classificá-los em regulares e não regulares, tanto em suas representações no plano como em faces de poliedros.",EF06MA18,math,g6
,,,Geometria,"Polígonos: classificações quanto ao número de vértices, às medidas de lados e ângulos e ao paralelismo e perpendicularismo dos lados",Identificar características dos triângulos e classificá-los em relação às medidas dos lados e dos ângulos.,EF06MA19,math,g6
,,,Geometria,"Polígonos: classificações quanto ao número de vértices, às medidas de lados e ângulos e ao paralelismo e perpendicularismo dos lados","Identificar características dos quadriláteros, classificá-los em relação a lados e a ângulos e reconhecer a inclusão e a intersecção de classes entre eles.",EF06MA20,math,g6
,,,Geometria,Construção de figuras semelhantes: ampliação e redução de figuras planas em malhas quadriculadas,"Construir figuras planas semelhantes em situações de ampliação e de redução, com o uso de malhas quadriculadas, plano cartesiano ou tecnologias digitais.",EF06MA21,math,g6
,,,Geometria,"Construção de retas paralelas e perpendiculares, fazendo uso de réguas, esquadros e softwares","Utilizar instrumentos, como réguas e esquadros, ou softwares para representações de retas paralelas e perpendiculares e construção de quadriláteros, entre outros.",EF06MA22,math,g6
,,,Geometria,"Construção de retas paralelas e perpendiculares, fazendo uso de réguas, esquadros e softwares",Construir algoritmo para resolver situações passo a passo (como na construção de dobraduras ou na indicação de deslocamento de um objeto no plano segundo pontos de referência e distâncias fornecidas etc.).,EF06MA23,math,g6
,,,Grandezas e medidas,"Problemas sobre medidas envolvendo grandezas como comprimento, massa, tempo, temperatura, área, capacidade e volume","Resolver e elaborar problemas que envolvam as grandezas comprimento, massa, tempo, temperatura, área (triângulos e retângulos), capacidade e volume (sólidos formados por blocos retangulares), sem uso de fórmulas, inseridos, sempre que possível, em contextos oriundos de situações reais e/ou relacionadas às outras áreas do conhecimento.",EF06MA24,math,g6
,,,Grandezas e medidas,"Ângulos: noção, usos e medida",Reconhecer a abertura do ângulo como grandeza associada às figuras geométricas.,EF06MA25,math,g6
,,,Grandezas e medidas,"Ângulos: noção, usos e medida","Resolver problemas que envolvam a noção de ângulo em diferentes contextos e em situações reais, como ângulo de visão.",EF06MA26,math,g6
,,,Grandezas e medidas,"Ângulos: noção, usos e medida","Determinar medidas da abertura de ângulos, por meio de transferidor e/ou tecnologias digitais.",EF06MA27,math,g6
,,,Grandezas e medidas,Plantas baixas e vistas aéreas,"Interpretar, descrever e desenhar plantas baixas simples de residências e vistas aéreas.",EF06MA28,math,g6
,,,Grandezas e medidas,Perímetro de um quadrado como grandeza proporcional à medida do lado,"Analisar e descrever mudanças que ocorrem no perímetro e na área de um quadrado ao se ampliarem ou reduzirem, igualmente, as medidas de seus lados, para compreender que o perímetro é proporcional à medida do lado, o que não ocorre com a área.",EF06MA29,math,g6
,,,Probabilidade e estatística,"Cálculo de probabilidade como a razão entre o número de resultados favoráveis e o total de resultados possíveis em um espaço amostral equiprovável
Cálculo de probabilidade por meio de muitas repetições de um experimento (frequências de ocorrências e probabilidade frequentista)","Calcular a probabilidade de um evento aleatório, expressando-a por número racional (forma fracionária, decimal e percentual) e comparar esse número com a probabilidade obtida por meio de experimentos sucessivos.",EF06MA30,math,g6
,,,Probabilidade e estatística,Leitura e interpretação de tabelas e gráficos (de colunas ou barras simples ou múltiplas) referentes a variáveis categóricas e variáveis numéricas,"Identificar as variáveis e suas frequências e os elementos constitutivos (título, eixos, legendas, fontes e datas) em diferentes tipos de gráfico.",EF06MA31,math,g6
,,,Probabilidade e estatística,Leitura e interpretação de tabelas e gráficos (de colunas ou barras simples ou múltiplas) referentes a variáveis categóricas e variáveis numéricas,"Interpretar e resolver situações que envolvam dados de pesquisas sobre contextos ambientais, sustentabilidade, trânsito, consumo responsável, entre outros, apresentadas pela mídia em tabelas e em diferentes tipos de gráficos e redigir textos escritos com o objetivo de sintetizar conclusões.",EF06MA32,math,g6
,,,Probabilidade e estatística,"Coleta de dados, organização e registro
Construção de diferentes tipos de gráficos para representá-los e interpretação das informações","Planejar e coletar dados de pesquisa referente a práticas sociais escolhidas pelos alunos e fazer uso de planilhas eletrônicas para registro, representação e interpretação das informações, em tabelas, vários tipos de gráficos e texto.",EF06MA33,math,g6
,,,Probabilidade e estatística,Diferentes tipos de representação de informações: gráficos e fluxogramas,"Interpretar e desenvolver fluxogramas simples, identificando as relações entre os objetos representados (por exemplo, posição de cidades considerando as estradas que as unem, hierarquia dos funcionários de uma empresa etc.).",EF06MA34,math,g6
,,,Números,Múltiplos e divisores de um número natural,"Resolver e elaborar problemas com números naturais, envolvendo as noções de divisor e de múltiplo, podendo incluir máximo divisor comum ou mínimo múltiplo comum, por meio de estratégias diversas, sem a aplicação de algoritmos.",EF07MA01,math,g7
,,,Números,Cálculo de porcentagens e de acréscimos e decréscimos simples,"Resolver e elaborar problemas que envolvam porcentagens, como os que lidam com acréscimos e decréscimos simples, utilizando estratégias pessoais, cálculo mental e calculadora, no contexto de educação financeira, entre outros.",EF07MA02,math,g7
,,,Números,"Números inteiros: usos, história, ordenação, associação com pontos da reta numérica e operações","Comparar e ordenar números inteiros em diferentes contextos, incluindo o histórico, associá-los a pontos da reta numérica e utilizá-los em situações que envolvam adição e subtração.",EF07MA03,math,g7
,,,Números,"Números inteiros: usos, história, ordenação, associação com pontos da reta numérica e operações",Resolver e elaborar problemas que envolvam operações com números inteiros.,EF07MA04,math,g7
,,,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador",Resolver um mesmo problema utilizando diferentes algoritmos.,EF07MA05,math,g7
,,,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador",Reconhecer que as resoluções de um grupo de problemas que têm a mesma estrutura podem ser obtidas utilizando os mesmos procedimentos.,EF07MA06,math,g7
,,,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador",Representar por meio de um fluxograma os passos utilizados para resolver um grupo de problemas.,EF07MA07,math,g7
,,,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador","Comparar e ordenar frações associadas às ideias de partes de inteiros, resultado da divisão, razão e operador.",EF07MA08,math,g7
,,,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador","Utilizar, na resolução de problemas, a associação entre razão e fração, como a fração 2/3 para expressar a razão de duas partes de uma grandeza para três partes da mesma ou três partes de outra grandeza.",EF07MA09,math,g7
,,,Números,"Números racionais na representação fracionária e na decimal: usos, ordenação e associação com pontos da reta numérica e operações",Comparar e ordenar números racionais em diferentes contextos e associá-los a pontos da reta numérica.,EF07MA10,math,g7
,,,Números,"Números racionais na representação fracionária e na decimal: usos, ordenação e associação com pontos da reta numérica e operações","Compreender e utilizar a multiplicação e a divisão de números racionais, a relação entre elas e suas propriedades operatórias.",EF07MA11,math,g7
,,,Números,"Números racionais na representação fracionária e na decimal: usos, ordenação e associação com pontos da reta numérica e operações",Resolver e elaborar problemas que envolvam as operações com números racionais.,EF07MA12,math,g7
,,,Álgebra,Linguagem algébrica: variável e incógnita,"Compreender a ideia de variável, representada por letra ou símbolo, para expressar relação entre duas grandezas, diferenciando-a da ideia de incógnita.",EF07MA13,math,g7
,,,Álgebra,Linguagem algébrica: variável e incógnita,"Classificar sequências em recursivas e não recursivas, reconhecendo que o conceito de recursão está presente não apenas na matemática, mas também nas artes e na literatura.",EF07MA14,math,g7
,,,Álgebra,Linguagem algébrica: variável e incógnita,Utilizar a simbologia algébrica para expressar regularidades encontradas em sequências numéricas.,EF07MA15,math,g7
,,,Álgebra,Equivalência de expressões algébricas: identificação da regularidade de uma sequência numérica,Reconhecer se duas expressões algébricas obtidas para descrever a regularidade de uma mesma sequência numérica são ou não equivalentes.,EF07MA16,math,g7
,,,Álgebra,Problemas envolvendo grandezas diretamente proporcionais e grandezas inversamente proporcionais,"Resolver e elaborar problemas que envolvam variação de proporcionalidade direta e de proporcionalidade inversa entre duas grandezas, utilizando sentença algébrica para expressar a relação entre elas.",EF07MA17,math,g7
,,,Álgebra,Equações polinomiais do 1º grau,"Resolver e elaborar problemas que possam ser representados por equações polinomiais de 1º grau, redutíveis à forma ax + b = c, fazendo uso das propriedades da igualdade.",EF07MA18,math,g7
,,,Geometria,Transformações geométricas de polígonos no plano cartesiano: multiplicação das coordenadas por um número inteiro e obtenção de simétricos em relação aos eixos e à origem,"Realizar transformações de polígonos representados no plano cartesiano, decorrentes da multiplicação das coordenadas de seus vértices por um número inteiro.",EF07MA19,math,g7
,,,Geometria,Transformações geométricas de polígonos no plano cartesiano: multiplicação das coordenadas por um número inteiro e obtenção de simétricos em relação aos eixos e à origem,"Reconhecer e representar, no plano cartesiano, o simétrico de figuras em relação aos eixos e à origem.",EF07MA20,math,g7
,,,Geometria,"Simetrias de translação, rotação e reflexão","Reconhecer e construir figuras obtidas por simetrias de translação, rotação e reflexão, usando instrumentos de desenho ou softwares de geometria dinâmica e vincular esse estudo a representações planas de obras de arte, elementos arquitetônicos, entre outros.",EF07MA21,math,g7
,,,Geometria,A circunferência como lugar geométrico,"Construir circunferências, utilizando compasso, reconhecê-las como lugar geométrico e utilizá-las para fazer composições artísticas e resolver problemas que envolvam objetos equidistantes.",EF07MA22,math,g7
,,,Geometria,Relações entre os ângulos formados por retas paralelas intersectadas por uma transversal,"Verificar relações entre os ângulos formados por retas paralelas cortadas por uma transversal, com e sem uso de softwares de geometria dinâmica.",EF07MA23,math,g7
,,,Geometria,"Triângulos: construção, condição de existência e soma das medidas dos ângulos internos","Construir triângulos, usando régua e compasso, reconhecer a condição de existência do triângulo quanto à medida dos lados e verificar que a soma das medidas dos ângulos internos de um triângulo é 180°.",EF07MA24,math,g7
,,,Geometria,"Triângulos: construção, condição de existência e soma das medidas dos ângulos internos","Reconhecer a rigidez geométrica dos triângulos e suas aplicações, como na construção de estruturas arquitetônicas (telhados, estruturas metálicas e outras) ou nas artes plásticas.",EF07MA25,math,g7
,,,Geometria,"Triângulos: construção, condição de existência e soma das medidas dos ângulos internos","Descrever, por escrito e por meio de um fluxograma, um algoritmo para a construção de um triângulo qualquer, conhecidas as medidas dos três lados.",EF07MA26,math,g7
,,,Geometria,Polígonos regulares: quadrado e triângulo equilátero,"Calcular medidas de ângulos internos de polígonos regulares, sem o uso de fórmulas, e estabelecer relações entre ângulos internos e externos de polígonos, preferencialmente vinculadas à construção de mosaicos e de ladrilhamentos.",EF07MA27,math,g7
,,,Geometria,Polígonos regulares: quadrado e triângulo equilátero,"Descrever, por escrito e por meio de um fluxograma, um algoritmo para a construção de um polígono regular (como quadrado e triângulo equilátero), conhecida a medida de seu lado.",EF07MA28,math,g7
,,,Grandezas e medidas,Problemas envolvendo medições,"Resolver e elaborar problemas que envolvam medidas de grandezas inseridos em contextos oriundos de situações cotidianas ou de outras áreas do conhecimento, reconhecendo que toda medida empírica é aproximada.",EF07MA29,math,g7
,,,Grandezas e medidas,"Cálculo de volume de blocos retangulares, utilizando unidades de medida convencionais mais usuais","Resolver e elaborar problemas de cálculo de medida do volume de blocos retangulares, envolvendo as unidades usuais (metro cúbico, decímetro cúbico e centímetro cúbico).",EF07MA30,math,g7
,,,Grandezas e medidas,"Equivalência de área de figuras planas: cálculo de áreas de figuras que podem ser decompostas por outras, cujas áreas podem ser facilmente determinadas como triângulos e quadriláteros",Estabelecer expressões de cálculo de área de triângulos e de quadriláteros.,EF07MA31,math,g7
,,,Grandezas e medidas,"Equivalência de área de figuras planas: cálculo de áreas de figuras que podem ser decompostas por outras, cujas áreas podem ser facilmente determinadas como triângulos e quadriláteros","Resolver e elaborar problemas de cálculo de medida de área de figuras planas que podem ser decompostas por quadrados, retângulos e/ou triângulos, utilizando a equivalência entre áreas.",EF07MA32,math,g7
,,,Grandezas e medidas,Medida do comprimento da circunferência,"Estabelecer o número π como a razão entre a medida de uma circunferência e seu diâmetro, para compreender e resolver problemas, inclusive os de natureza histórica.",EF07MA33,math,g7
,,,Probabilidade e estatística,Experimentos aleatórios: espaço amostral e estimativa de probabilidade por meio de frequência de ocorrências,Planejar e realizar experimentos aleatórios ou simulações que envolvem cálculo de probabilidades ou estimativas por meio de frequência de ocorrências.,EF07MA34,math,g7
,,,Probabilidade e estatística,Estatística: média e amplitude de um conjunto de dados,"Compreender, em contextos significativos, o significado de média estatística como indicador da tendência de uma pesquisa, calcular seu valor e relacioná-lo, intuitivamente, com a amplitude do conjunto de dados.",EF07MA35,math,g7
,,,Probabilidade e estatística,"Pesquisa amostral e pesquisa censitária
Planejamento de pesquisa, coleta e organização dos dados, construção de tabelas e gráficos e interpretação das informações","Planejar e realizar pesquisa envolvendo tema da realidade social, identificando a necessidade de ser censitária ou de usar amostra, e interpretar os dados para comunicá-los por meio de relatório escrito, tabelas e gráficos, com o apoio de planilhas eletrônicas.",EF07MA36,math,g7
,,,Probabilidade e estatística,"Gráficos de setores: interpretação, pertinência e construção para representar conjunto de dados",Interpretar e analisar dados apresentados em gráfico de setores divulgados pela mídia e compreender quando é possível ou conveniente sua utilização.,EF07MA37,math,g7
,,,Números,Notação científica,Efetuar cálculos com potências de expoentes inteiros e aplicar esse conhecimento na representação de números em notação científica.,EF08MA01,math,g8
,,,Números,Potenciação e radiciação,"Resolver e elaborar problemas usando a relação entre potenciação e radiciação, para representar uma raiz como potência de expoente fracionário.",EF08MA02,math,g8
,,,Números,O princípio multiplicativo da contagem,Resolver e elaborar problemas de contagem cuja resolução envolva a aplicação do princípio multiplicativo.,EF08MA03,math,g8
,,,Números,Porcentagens,"Resolver e elaborar problemas, envolvendo cálculo de porcentagens, incluindo o uso de tecnologias digitais.",EF08MA04,math,g8
,,,Números,Dízimas periódicas: fração geratriz,Reconhecer e utilizar procedimentos para a obtenção de uma fração geratriz para uma dízima periódica.,EF08MA05,math,g8
,,,Álgebra,Valor numérico de expressões algébricas,"Resolver e elaborar problemas que envolvam cálculo do valor numérico de expressões algébricas, utilizando as propriedades das operações.",EF08MA06,math,g8
,,,Álgebra,Associação de uma equação linear de 1º grau a uma reta no plano cartesiano,Associar uma equação linear de 1º grau com duas incógnitas a uma reta no plano cartesiano.,EF08MA07,math,g8
,,,Álgebra,Sistema de equações polinomiais de 1º grau: resolução algébrica e representação no plano cartesiano,"Resolver e elaborar problemas relacionados ao seu contexto próximo, que possam ser representados por sistemas de equações de 1º grau com duas incógnitas e interpretá-los, utilizando, inclusive, o plano cartesiano como recurso.",EF08MA08,math,g8
,,,Álgebra,Equação polinomial de 2º grau do tipo ax2 = b,"Resolver e elaborar, com e sem uso de tecnologias, problemas que possam ser representados por equações polinomiais de 2º grau do tipo ax2 = b.",EF08MA09,math,g8
,,,Álgebra,Sequências recursivas e não recursivas,Identificar a regularidade de uma sequência numérica ou figural não recursiva e construir um algoritmo por meio de um fluxograma que permita indicar os números ou as figuras seguintes.,EF08MA10,math,g8
,,,Álgebra,Sequências recursivas e não recursivas,Identificar a regularidade de uma sequência numérica recursiva e construir um algoritmo por meio de um fluxograma que permita indicar os números seguintes.,EF08MA11,math,g8
,,,Álgebra,"Variação de grandezas: diretamente proporcionais, inversamente proporcionais ou não proporcionais","Identificar a natureza da variação de duas grandezas, diretamente, inversamente proporcionais ou não proporcionais, expressando a relação existente por meio de sentença algébrica e representá-la no plano cartesiano.",EF08MA12,math,g8
,,,Álgebra,"Variação de grandezas: diretamente proporcionais, inversamente proporcionais ou não proporcionais","Resolver e elaborar problemas que envolvam grandezas diretamente ou inversamente proporcionais, por meio de estratégias variadas.",EF08MA13,math,g8
,,,Geometria,Congruência de triângulos e demonstrações de propriedades de quadriláteros,Demonstrar propriedades de quadriláteros por meio da identificação da congruência de triângulos.,EF08MA14,math,g8
,,,Geometria,"Construções geométricas: ângulos de 90°, 60°, 45° e 30° e polígonos regulares","Construir, utilizando instrumentos de desenho ou softwares de geometria dinâmica, mediatriz, bissetriz, ângulos de 90°, 60°, 45° e 30° e polígonos regulares.",EF08MA15,math,g8
,,,Geometria,"Construções geométricas: ângulos de 90°, 60°, 45° e 30° e polígonos regulares","Descrever, por escrito e por meio de um fluxograma, um algoritmo para a construção de um hexágono regular de qualquer área, a partir da medida do ângulo central e da utilização de esquadros e compasso.",EF08MA16,math,g8
,,,Geometria,Mediatriz e bissetriz como lugares geométricos: construção e problemas,Aplicar os conceitos de mediatriz e bissetriz como lugares geométricos na resolução de problemas.,EF08MA17,math,g8
,,,Geometria,"Transformações geométricas: simetrias de translação, reflexão e rotação","Reconhecer e construir figuras obtidas por composições de transformações geométricas (translação, reflexão e rotação), com o uso de instrumentos de desenho ou de softwares de geometria dinâmica.",EF08MA18,math,g8
,,,Grandezas e medidas,"Área de figuras planas
Área do círculo e comprimento de sua circunferência","Resolver e elaborar problemas que envolvam medidas de área de figuras geométricas, utilizando expressões de cálculo de área (quadriláteros, triângulos e círculos), em situações como determinar medida de terrenos.",EF08MA19,math,g8
,,,Grandezas e medidas,"Volume de bloco retangular
Medidas de capacidade","Reconhecer a relação entre um litro e um decímetro cúbico e a relação entre litro e metro cúbico, para resolver problemas de cálculo de capacidade de recipientes.",EF08MA20,math,g8
,,,Grandezas e medidas,"Volume de bloco retangular
Medidas de capacidade",Resolver e elaborar problemas que envolvam o cálculo do volume de recipiente cujo formato é o de um bloco retangular.,EF08MA21,math,g8
,,,Probabilidade e estatística,"Princípio multiplicativo da contagem
Soma das probabilidades de todos os elementos de um espaço amostral","Calcular a probabilidade de eventos, com base na construção do espaço amostral, utilizando o princípio multiplicativo, e reconhecer que a soma das probabilidades de todos os elementos do espaço amostral é igual a 1.",EF08MA22,math,g8
,,,Probabilidade e estatística,"Gráficos de barras, colunas, linhas ou setores e seus elementos constitutivos e adequação para determinado conjunto de dados",Avaliar a adequação de diferentes tipos de gráficos para representar um conjunto de dados de uma pesquisa.,EF08MA23,math,g8
,,,Probabilidade e estatística,Organização dos dados de uma variável contínua em classes,"Classificar as frequências de uma variável contínua de uma pesquisa em classes, de modo que resumam os dados de maneira adequada para a tomada de decisões.",EF08MA24,math,g8
,,,Probabilidade e estatística,Medidas de tendência central e de dispersão,"Obter os valores de medidas de tendência central de uma pesquisa estatística (média, moda e mediana) com a compreensão de seus significados e relacioná-los com a dispersão de dados, indicada pela amplitude.",EF08MA25,math,g8
,,,Probabilidade e estatística,"Pesquisas censitária ou amostral
Planejamento e execução de pesquisa amostral","Selecionar razões, de diferentes naturezas (física, ética ou econômica), que justificam a realização de pesquisas amostrais e não censitárias, e reconhecer que a seleção da amostra pode ser feita de diferentes maneiras (amostra casual simples, sistemática e estratificada).",EF08MA26,math,g8
,,,Probabilidade e estatística,"Pesquisas censitária ou amostral
Planejamento e execução de pesquisa amostral","Planejar e executar pesquisa amostral, selecionando uma técnica de amostragem adequada, e escrever relatório que contenha os gráficos apropriados para representar os conjuntos de dados, destacando aspectos como as medidas de tendência central, a amplitude e as conclusões.",EF08MA27,math,g8
,,,Números,"Necessidade dos números reais para medir qualquer segmento de reta
Números irracionais: reconhecimento e localização de alguns na reta numérica","Reconhecer que, uma vez fixada uma unidade de comprimento, existem segmentos de reta cujo comprimento não é expresso por número racional (como as medidas de diagonais de um polígono e alturas de um triângulo, quando se toma a medida de cada lado como unidade).",EF09MA01,math,g9
,,,Números,"Necessidade dos números reais para medir qualquer segmento de reta
Números irracionais: reconhecimento e localização de alguns na reta numérica","Reconhecer um número irracional como um número real cuja representação decimal é infinita e não periódica, e estimar a localização de alguns deles na reta numérica.",EF09MA02,math,g9
,,,Números,Potências com expoentes negativos e fracionários,"Efetuar cálculos com números reais, inclusive potências com expoentes fracionários.",EF09MA03,math,g9
,,,Números,Números reais: notação científica e problemas,"Resolver e elaborar problemas com números reais, inclusive em notação científica, envolvendo diferentes operações.",EF09MA04,math,g9
,,,Números,Porcentagens: problemas que envolvem cálculo de percentuais sucessivos,"Resolver e elaborar problemas que envolvam porcentagens, com a ideia de aplicação de percentuais sucessivos e a determinação das taxas percentuais, preferencialmente com o uso de tecnologias digitais, no contexto da educação financeira.",EF09MA05,math,g9
,,,Álgebra,"Funções: representações numérica, algébrica e gráfica","Compreender as funções como relações de dependência unívoca entre duas variáveis e suas representações numérica, algébrica e gráfica e utilizar esse conceito para analisar situações que envolvam relações funcionais entre duas variáveis.",EF09MA06,math,g9
,,,Álgebra,Razão entre grandezas de espécies diferentes,"Resolver problemas que envolvam a razão entre duas grandezas de espécies diferentes, como velocidade e densidade demográfica.",EF09MA07,math,g9
,,,Álgebra,Grandezas diretamente proporcionais e grandezas inversamente proporcionais,"Resolver e elaborar problemas que envolvam relações de proporcionalidade direta e inversa entre duas ou mais grandezas, inclusive escalas, divisão em partes proporcionais e taxa de variação, em contextos socioculturais, ambientais e de outras áreas.",EF09MA08,math,g9
,,,Álgebra,"Expressões algébricas: fatoração e produtos notáveis
Resolução de equações polinomiais do 2º grau por meio de fatorações","Compreender os processos de fatoração de expressões algébricas, com base em suas relações com os produtos notáveis, para resolver e elaborar problemas que possam ser representados por equações polinomiais do 2º grau.",EF09MA09,math,g9
,,,Geometria,Demonstrações de relações entre os ângulos formados por retas paralelas intersectadas por uma transversal,Demonstrar relações simples entre os ângulos formados por retas paralelas cortadas por uma transversal.,EF09MA10,math,g9
,,,Geometria,Relações entre arcos e ângulos na circunferência de um círculo,"Resolver problemas por meio do estabelecimento de relações entre arcos, ângulos centrais e ângulos inscritos na circunferência, fazendo uso, inclusive, de softwares de geometria dinâmica.",EF09MA11,math,g9
,,,Geometria,Semelhança de triângulos,Reconhecer as condições necessárias e suficientes para que dois triângulos sejam semelhantes.,EF09MA12,math,g9
,,,Geometria,"Relações métricas no triângulo retângulo
Teorema de Pitágoras: verificações experimentais e demonstração
Retas paralelas cortadas por transversais: teoremas de proporcionalidade e verificações experimentais","Demonstrar relações métricas do triângulo retângulo, entre elas o teorema de Pitágoras, utilizando, inclusive, a semelhança de triângulos.",EF09MA13,math,g9
,,,Geometria,"Relações métricas no triângulo retângulo
Teorema de Pitágoras: verificações experimentais e demonstração
Retas paralelas cortadas por transversais: teoremas de proporcionalidade e verificações experimentais",Resolver e elaborar problemas de aplicação do teorema de Pitágoras ou das relações de proporcionalidade envolvendo retas paralelas cortadas por secantes.,EF09MA14,math,g9
,,,Geometria,Polígonos regulares,"Descrever, por escrito e por meio de um fluxograma, um algoritmo para a construção de um polígono regular cuja medida do lado é conhecida, utilizando régua e compasso, como também softwares.",EF09MA15,math,g9
,,,Geometria,Distância entre pontos no plano cartesiano,"Determinar o ponto médio de um segmento de reta e a distância entre dois pontos quaisquer, dadas as coordenadas desses pontos no plano cartesiano, sem o uso de fórmulas, e utilizar esse conhecimento para calcular, por exemplo, medidas de perímetros e áreas de figuras planas construídas no plano.",EF09MA16,math,g9
,,,Geometria,Vistas ortogonais de figuras espaciais,Reconhecer vistas ortogonais de figuras espaciais e aplicar esse conhecimento para desenhar objetos em perspectiva.,EF09MA17,math,g9
,,,Grandezas e medidas,"Unidades de medida para medir distâncias muito grandes e muito pequenas
Unidades de medida utilizadas na informática","Reconhecer e empregar unidades usadas para expressar medidas muito grandes ou muito pequenas, tais como distância entre planetas e sistemas solares, tamanho de vírus ou de células, capacidade de armazenamento de computadores, entre outros.",EF09MA18,math,g9
,,,Grandezas e medidas,Volume de prismas e cilindros,"Resolver e elaborar problemas que envolvam medidas de volumes de prismas e de cilindros retos, inclusive com uso de expressões de cálculo, em situações cotidianas.",EF09MA19,math,g9
,,,Probabilidade e estatística,Análise de probabilidade de eventos aleatórios: eventos dependentes e independentes,"Reconhecer, em experimentos aleatórios, eventos independentes e dependentes e calcular a probabilidade de sua ocorrência, nos dois casos.",EF09MA20,math,g9
,,,Probabilidade e estatística,Análise de gráficos divulgados pela mídia: elementos que podem induzir a erros de leitura ou de interpretação,"Analisar e identificar, em gráficos divulgados pela mídia, os elementos que podem induzir, às vezes propositadamente, erros de leitura, como escalas inapropriadas, legendas não explicitadas corretamente, omissão de informações importantes (fontes e datas), entre outros.",EF09MA21,math,g9
,,,Probabilidade e estatística,"Leitura, interpretação e representação de dados de pesquisa expressos em tabelas de dupla entrada, gráficos de colunas simples e agrupadas, gráficos de barras e de setores e gráficos pictóricos","Escolher e construir o gráfico mais adequado (colunas, setores, linhas), com ou sem uso de planilhas eletrônicas, para apresentar um determinado conjunto de dados, destacando aspectos como as medidas de tendência central.",EF09MA22,math,g9
,,,Probabilidade e estatística,Planejamento e execução de pesquisa amostral e apresentação de relatório,"Planejar e executar pesquisa amostral envolvendo tema da realidade social e comunicar os resultados por meio de relatório contendo avaliação de medidas de tendência central e da amplitude, tabelas e gráficos adequados, construídos com o apoio de planilhas eletrônicas.",EF09MA23,math,g9
,,,Matéria e energia,"Misturas homogêneas e heterogêneas
Separação de materiais
Materiais sintéticos
Transformações químicas","Classificar como homogênea ou heterogênea a mistura de dois ou mais materiais (água e sal, água e óleo, água e areia etc.).",EF06CI01,scie,g6
